gene_id,s1.c2,s10.c2,s11.c2,s12.c2,s2.c2,s3.c2,s4.c2,s5.c2,s6.c2,s7.c2,s8.c2,s9.c2
Surf6,502,558,523,446,482,382,457,545,638,400,941,544
Katnbl1,367,447,343,323,415,334,439,391,426,365,568,406
Cops2,951,1190,988,1077,1572,1003,909,1260,1379,943,1667,1049
Kcnq2,0,0,0,0,0,0,0,0,0,0,0,0
Bpifa2,645,531,443,257,611,179,386,276,297,140,167,361
Mir10b,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1061,0,0,0,0,0,0,0,0,0,0,0,0
Il1rn,0,8,23,10,0,0,0,178,299,60,58,3
4930412B13Rik,0,0,0,0,0,0,0,0,0,0,0,0
Zfp106,5753,5967,5342,3938,4479,4434,5140,4900,5434,3858,8654,6046
Hck,17,10,0,5,3,4,12,33,68,48,123,4
Wipf1,2889,2692,2533,2295,1359,2541,2755,2163,2431,1813,3252,2909
Cobll1,373,386,401,296,254,286,250,251,341,215,487,472
Sel1l2,0,0,0,0,0,0,0,0,0,0,0,0
Ralgapb,2430,2746,2322,1929,2137,2008,2460,2154,2352,1796,3566,2665
Prex1,308,289,360,329,259,358,280,242,266,281,387,356
Ube2l6,1374,1856,1510,1065,1410,1215,1396,2307,2735,1975,4036,1719
Olfr348,0,0,0,0,0,0,0,0,0,0,0,0
Gm3230,39,39,24,30,26,28,40,16,19,17,34,36
Olfr346,0,0,0,0,0,0,0,0,0,0,0,0
Olfr345,0,0,0,0,0,0,0,0,0,0,0,0
Olfr344,0,0,0,0,0,0,0,0,0,0,0,0
Echdc3,266,271,184,171,206,139,179,160,155,127,234,228
Olfr342,0,0,0,0,0,0,0,0,0,0,0,0
Olfr341,0,0,0,0,0,0,0,0,0,0,0,0
Olfr340,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1082,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1080,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1086,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1087,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1084,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1085,0,0,0,0,0,0,0,0,0,0,0,0
D330023K18Rik,50,58,54,44,58,41,64,39,39,45,61,51
Cep250,1503,1843,1429,1403,1343,1169,1340,1173,1352,986,2216,1631
Sec61a2,604,742,541,575,590,521,615,716,626,524,1127,671
Mir297a-3,0,0,0,0,0,0,0,0,0,0,0,0
Mir297a-4,0,0,0,0,0,0,0,0,0,0,0,0
Dync1i2,2816,3122,2861,2018,2426,2284,2786,3034,3486,2355,5171,3192
E130215H24Rik,0,0,0,0,0,0,0,0,0,0,0,4
Rbms1,3730,3931,3711,2499,2423,2774,3041,3617,3922,2980,6689,4083
Ttn,16,23,10,9,4,12,17,9,10,15,32,21
Ttl,1374,1413,1322,1009,1127,1050,1286,1037,1160,706,1413,1377
Jag1,302,532,538,520,452,563,618,407,520,370,626,626
Chst14,1651,1747,1618,1117,1376,1132,1399,1366,1502,1063,2024,1734
Hoxd1,0,0,0,0,0,0,0,0,0,0,0,0
0610039K10Rik,7,9,6,3,7,6,5,13,7,9,10,6
4930583P06Rik,0,0,0,0,0,0,0,0,0,0,0,0
Gm13547,0,6,3,10,2,0,5,0,0,0,5,0
Snord57,7,10,6,6,5,3,5,3,2,6,13,8
Gm13544,0,0,0,0,0,0,0,0,0,0,0,0
Pex16,441,510,416,371,391,368,340,387,370,290,670,534
Nek6,755,721,659,505,658,528,727,1703,2054,1276,3121,667
Bloc1s6,524,645,548,424,445,393,442,562,709,456,919,631
A330069E16Rik,9,16,7,11,6,10,12,12,7,10,23,12
Ypel4,160,156,166,154,125,140,97,72,38,62,88,177
Zmynd8,2597,2552,2186,1829,1854,1672,1849,2158,2628,1740,3618,2452
Eif3m,1579,2058,1758,1263,1687,1510,1689,2087,2291,1597,3357,1908
Gm14057,76,90,62,69,89,80,89,57,75,23,98,70
Prnp,4087,5608,4897,3958,4101,3974,4230,3319,3333,2487,4625,4979
Fer1l4,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1269,0,0,0,0,0,0,0,0,0,0,0,0
4931402G19Rik,4,9,7,9,5,3,5,3,2,6,13,5
Atp8b4,3,25,14,5,6,4,9,11,18,10,29,9
Olfr1262,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1263,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1260,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1261,0,0,0,0,0,0,0,0,0,0,0,0
Snord14a,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1264,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1265,0,0,0,0,0,0,0,0,0,0,0,0
Paupar,0,0,1,0,0,0,0,0,0,0,0,0
F2,0,0,0,0,0,0,0,0,0,0,0,0
Gm13889,11942,9031,8451,6948,7445,7705,7745,6701,3856,4185,14631,9494
Chn1os3,25,28,18,20,28,21,22,27,40,53,81,18
Bpifa3,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1062,0,0,0,0,0,0,0,0,0,0,0,0
Bpifa1,236,288,500,4,184,712,42,217,188,0,218,197
Bpifa6,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1065,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1066,0,0,0,0,0,0,0,0,0,0,0,0
Bpifa5,0,0,0,0,0,0,0,0,0,0,0,0
Fbxo3,2062,2377,1969,1349,1815,1619,1740,1645,1818,1469,2631,2179
Mroh8,6,0,0,0,0,0,0,0,4,0,7,0
Msrb2,505,618,505,418,503,337,448,327,272,228,431,533
Ass1,26,24,8,31,22,21,129,24,33,66,31,90
Gyltl1b,0,4,0,0,0,0,0,0,3,0,0,0
Wfdc9,0,0,0,0,0,0,0,0,0,0,0,0
Phactr3,0,0,0,0,0,3,2,0,3,0,0,0
6720416L17Rik,0,0,0,0,0,0,0,0,0,0,0,0
Dclre1c,225,292,221,87,169,147,190,220,208,93,416,234
Cbln4,0,0,0,0,0,0,0,0,0,0,0,0
Osbpl2,1142,1234,1038,896,962,895,988,939,1036,771,1490,1326
Pla2g4b,0,3,0,47,0,0,0,0,0,0,0,0
5330411J11Rik,0,0,0,0,0,0,0,0,0,0,0,0
Osbpl6,593,565,527,404,482,525,521,342,397,286,533,574
Pla2g4f,0,0,0,0,0,0,2,3,0,0,0,0
Nkx2-4,0,0,0,0,0,0,0,0,0,0,0,0
Pla2g4d,0,0,0,0,0,0,0,0,0,0,0,0
Pygb,2244,2490,2383,2073,2391,2121,2456,2002,2471,1452,2911,2731
Gm826,2,6,5,4,6,4,3,0,0,0,5,4
Psd4,0,8,6,6,0,0,0,3,14,5,19,5
Sapcd2,0,0,0,0,0,0,6,27,96,51,51,0
4930412O13Rik,0,4,0,0,0,0,0,0,0,0,0,0
Apmap,1385,1747,1358,946,1206,936,1146,1335,1358,1023,1969,1567
Oip5,12,16,8,15,8,14,13,43,73,42,62,31
Snora17,2,2,0,3,1,2,0,0,1,3,5,1
Tnfaip6,1651,3470,2589,2539,2224,2850,3059,3422,2767,2572,4809,2845
Oser1,756,1008,841,577,764,666,729,782,752,518,1165,862
D430041D05Rik,791,900,798,509,642,504,711,587,581,593,898,722
Olfr367-ps,0,0,0,0,0,0,0,0,0,0,0,0
Pmpca,1361,1641,1320,1111,1151,1075,1174,1481,1915,1130,2347,1364
Actc1,11,0,15,17,16,14,6,3,13,0,0,15
Flrt3,24,94,59,29,52,30,35,26,96,36,43,94
Acss2os,2,0,4,4,0,0,0,0,0,0,0,0
Ssb,2238,2689,2206,1847,2213,1856,2323,2590,3347,2206,4443,2385
4930405A21Rik,0,3,0,0,0,0,0,0,3,0,4,0
Cat,3125,3697,3108,2412,2591,2375,2772,2433,2533,1838,3736,3529
Ly75,4,2,5,0,0,0,2,34,98,23,80,3
Adal,484,471,350,292,411,345,396,383,378,220,486,456
Exosc2,367,560,425,342,344,263,400,449,603,330,777,508
Zeb2,6657,10357,8632,5967,5868,6660,7291,7609,6956,4855,11275,9775
Fam98b,659,716,624,496,588,486,530,747,862,529,1053,655
Ifih1,1001,1245,974,781,877,822,869,1481,1660,1305,2789,1201
Prn,0,4,7,0,2,0,6,6,0,2,0,6
Usp50,0,0,0,0,0,0,3,2,0,0,0,2
Sp3os,123,136,94,81,92,101,106,90,73,58,117,154
Rnf224,0,0,0,0,0,0,0,0,0,0,0,0
Ccdc34os,0,0,0,0,0,0,0,0,0,0,0,0
Fam163b,39,26,10,34,60,22,55,30,46,66,148,18
Asxl1,1800,1968,1726,1648,1605,1327,1548,1552,2013,1499,3302,2015
Ism1,13432,13783,12255,8357,10940,9168,12118,12091,11782,11995,22007,12596
Gm13315,364,422,370,259,389,222,328,499,687,362,835,361
Dll4,48,34,14,17,22,53,0,40,21,11,63,85
Tmem87b,1854,2215,1851,1522,1779,1648,1841,1596,1571,1548,3368,2083
Tmem87a,697,859,794,472,625,630,621,658,714,530,1098,823
Hipk3,3956,3460,3686,2842,3911,3840,3575,3588,3887,3005,5198,4526
Srxn1,1408,1948,1592,1153,1272,1106,1397,1343,1276,932,2077,1676
Gpr155,719,974,819,575,709,795,702,553,476,485,906,944
Olfr228,0,0,0,0,0,0,0,0,0,0,0,0
Gpr158,0,0,0,0,0,0,0,0,0,0,0,0
Scrt2,0,0,0,0,0,0,0,0,0,0,0,0
Rpn2,12853,15690,13138,9639,11065,9109,11655,13847,15829,10867,21895,14328
AA543186,12,21,13,8,4,11,4,9,7,8,23,16
Mrrf,489,620,485,378,467,418,421,509,578,372,817,574
Gm6793,0,0,0,0,0,0,0,0,0,0,0,0
Tmem189,692,758,647,517,622,560,734,867,1048,576,1174,663
Mir124a-3,0,0,0,0,0,0,0,0,0,0,0,0
Zfp335,1784,1730,1510,1441,1468,1251,1455,1441,1566,1084,2679,1734
Commd9,424,583,447,381,381,362,431,524,573,377,770,503
Etl4,388,514,414,311,344,319,359,345,470,278,428,455
Ssrp1,3562,4499,3768,2789,2919,2614,3210,4048,5496,3047,6638,4063
Commd3,816,1152,967,757,880,719,911,1076,1224,833,1630,1010
Commd7,866,1025,815,650,862,609,792,894,965,550,1308,953
Mir181b-2,0,0,0,0,0,0,0,0,0,0,0,0
Olfr358,0,0,0,0,0,0,0,0,0,0,0,0
Olfr354,0,0,0,0,0,0,0,0,0,0,0,0
Olfr355,0,0,0,0,0,0,0,0,0,0,0,0
Olfr356,0,0,0,0,0,0,0,0,0,0,0,0
Olfr357,0,0,0,0,0,0,0,0,0,0,0,0
Olfr350,0,0,0,0,0,0,0,0,0,0,0,0
Olfr351,0,0,0,0,0,0,0,0,0,0,0,0
Olfr352,0,0,0,0,0,0,0,0,0,0,0,0
Olfr353,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1095,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1094,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1097,0,0,0,0,0,0,0,0,0,0,0,0
Snhg11,25,183,107,118,19,21,17,36,25,13,89,180
Olfr1090,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1093,0,0,0,0,0,0,0,0,0,0,0,0
Haus2,496,577,462,315,421,349,400,415,543,392,733,579
Olfr1098,0,0,0,0,0,0,0,0,0,0,0,0
2310002J15Rik,0,0,0,0,0,0,0,0,0,0,0,0
Nkx2-2,0,0,0,0,0,0,0,0,0,0,0,0
C130080G10Rik,0,0,0,0,0,0,2,0,0,0,0,0
Mmp24,3,5,0,4,0,3,0,8,14,0,6,9
Strbp,216,272,211,173,231,219,225,186,223,138,311,273
Bmf,2302,1769,1892,1477,1530,1439,1413,1221,1432,927,1870,2303
4921504E06Rik,0,0,0,0,0,0,0,0,0,0,0,0
Abi1,2218,2561,2113,1644,1977,1948,2146,2172,2281,1804,3688,2403
Ttll9,0,0,3,0,3,0,0,0,4,0,2,0
Ogfr,1067,1180,1036,963,1002,909,959,1827,2499,1604,3777,1143
Emc7,1836,2312,1820,1318,1599,1383,1565,1812,1865,1446,3022,1979
9430019J16Rik,0,0,0,0,0,0,0,0,0,0,0,0
Mettl15,103,146,123,87,117,87,129,123,122,80,153,130
Mmadhc,1291,1751,1274,1011,1176,1047,1344,1442,1593,1012,2198,1469
1110051M20Rik,891,1042,914,631,775,656,724,713,830,520,1112,1035
OTTMUSG00000016609,0,635,0,0,0,0,0,0,325,0,1341,0
Chn1,348,694,580,428,394,402,365,619,944,753,1133,542
Spi1,10,11,8,0,9,6,8,16,8,16,35,5
Hdc,15,82,20,29,22,16,16,42,110,52,87,34
Hnmt,246,301,286,156,224,213,212,140,133,144,188,303
Myo3a,0,0,0,0,0,0,0,0,0,0,0,0
Myo3b,0,0,0,0,0,0,0,2,3,0,0,0
A230108P19Rik,0,0,0,0,0,0,0,0,0,3,0,0
Lnp,974,1194,929,691,939,845,813,820,842,699,1355,1080
Sardh,1712,1812,1481,1086,1510,1152,1462,2271,2787,1845,3503,1568
Rtfdc1,1884,2119,1832,1352,1563,1263,1559,1902,2098,1285,2984,2053
Mapre1,3225,4164,3192,2430,3298,2826,3586,3968,4494,3143,6082,3538
Morn5,0,0,0,0,0,0,0,0,7,3,7,0
Sestd1,2475,2938,2264,2053,2294,2006,2467,1856,1996,1430,3176,2821
Astl,0,0,0,0,0,0,0,0,0,0,0,0
Sirpa,3595,3845,3699,2996,3702,2891,4232,3707,4235,2593,7045,4023
Uckl1,858,931,785,665,708,594,690,738,742,503,1160,885
Rpp38,73,107,59,61,74,55,72,97,108,69,170,83
Olfr993,0,0,0,0,0,0,0,0,0,0,0,0
Atg13,1529,1722,1579,1219,1212,1206,1109,1403,1459,1020,2280,1749
Olfr1279,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1278,0,0,0,0,0,0,0,0,0,0,0,0
Gtdc1,230,375,291,194,194,206,198,223,288,185,338,272
Olfr1275,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1277,0,0,0,0,0,0,0,0,0,0,0,0
1700080N15Rik,0,0,0,0,0,0,0,0,0,0,0,0
Zbtb26,171,153,143,111,174,145,122,166,216,119,285,157
Olfr1270,0,0,0,0,0,0,0,0,0,0,0,0
1700028P15Rik,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1079,0,0,0,0,0,0,0,0,0,0,0,0
4930568D16Rik,0,0,0,0,0,0,0,0,0,0,0,0
Asb6,823,821,711,663,711,629,718,787,841,506,1236,763
D930015M05Rik,20,44,21,37,13,19,24,10,15,35,50,21
Olfr1076,0,0,0,0,0,0,0,0,0,0,0,0
Otud1,925,880,779,703,699,688,743,508,474,384,806,1066
Gm14461,0,0,0,0,0,0,0,0,0,0,0,0
Stamos,2,6,0,8,0,2,0,8,0,5,14,0
4930473A02Rik,11,21,8,9,17,11,16,12,11,5,19,15
Rprm,0,3,2,7,0,0,1,3,3,2,1,2
Mir466b-2,0,0,0,0,0,0,0,0,0,0,0,0
Mir466b-3,0,0,0,0,0,0,0,0,0,0,0,0
Gm11468,0,0,0,0,0,0,0,0,0,0,0,0
Gm6307,0,0,0,0,0,0,0,2,0,0,0,0
Ap4e1,722,902,720,652,642,605,622,617,688,550,1165,782
Siglec1,0,0,0,0,0,0,0,0,0,0,10,0
Slc1a2,326,271,259,177,157,245,159,257,167,154,268,330
Vps39,1822,1554,1808,1466,1498,1369,962,1559,1546,1135,2385,2200
Dlgap4,4121,4016,3670,3579,3750,3299,3907,3590,3646,2609,6700,4055
Casc4,4740,4779,3690,2302,4067,3409,4174,2782,2691,2562,4009,3984
Mir219-2,0,0,0,2,0,0,0,0,0,0,1,0
Cyp24a1,0,0,0,0,0,0,0,0,0,0,0,0
Smox,652,719,688,503,627,576,602,517,582,360,715,729
Olfr1039,0,0,0,0,0,0,0,0,0,0,0,0
Zfp770,281,352,242,223,269,186,184,210,257,191,330,276
Ubr1,2104,2695,2100,1558,1818,1749,2028,1809,1919,1523,3087,2515
Gpr21,3,6,1,2,7,2,0,3,4,5,5,7
Fam188a,591,700,614,485,539,465,559,699,722,466,1153,571
Rhov,0,0,0,0,0,0,0,0,0,0,0,0
C1qtnf4,56,45,30,24,47,29,38,19,12,19,28,44
Fut7,3,7,3,0,0,0,0,0,2,0,2,2
Dnajc17,184,248,204,163,142,136,160,158,173,145,314,228
Dnajc10,4902,6372,5449,3702,4531,4098,4371,4901,5877,3818,6970,5821
Mall,0,0,0,0,0,4,0,2,0,0,2,0
9130015L21Rik,0,0,0,0,0,0,0,0,0,0,0,0
Spg11,2412,2702,2064,1777,1990,1776,2201,1735,1851,1450,2915,2471
Cutal,225,177,140,103,148,152,149,102,65,58,129,183
Mir8093,3,2,1,2,2,1,1,1,1,2,2,1
Sec23b,1383,1606,1440,1007,1302,1046,1428,1702,1814,1187,3360,1433
Slc2a8,981,1011,897,726,767,621,629,608,645,457,1001,976
Nelfb,2012,2307,2108,1687,1926,1489,1786,1839,2162,1323,2896,2263
Slc2a6,6,5,9,5,2,0,4,23,33,30,94,2
Pamr1,9205,12022,11371,7858,9276,6868,8380,5106,4616,4352,7820,11006
G6pc2,0,0,0,0,0,0,0,0,0,0,0,0
Mir669a-2,0,0,0,0,0,0,0,0,0,0,0,0
Mir669a-3,0,0,0,0,0,0,0,0,0,0,0,0
Pcsk2os1,0,0,0,0,0,0,0,0,0,0,0,0
Pcsk2os2,0,0,0,0,0,0,0,0,0,0,0,0
Plcb1,326,387,299,209,236,258,233,301,294,197,390,431
Plcb2,4,7,3,4,0,5,3,2,9,3,13,0
Plcb4,503,670,550,470,403,465,499,488,485,352,833,687
Duox1,9,10,21,30,14,5,17,5,4,4,0,33
Duox2,0,0,0,0,0,0,0,0,0,0,0,0
Dbhos,0,0,0,0,3,0,4,0,0,5,9,0
Acot8,280,291,276,230,233,191,208,250,277,163,373,317
Zhx3,2415,1967,1897,1356,1613,1771,1970,1311,1363,1220,2096,2268
2810408M09Rik,458,521,429,376,382,305,375,381,426,266,597,456
Lamc3,2015,2337,3000,2078,1823,1862,1740,1137,1241,751,1851,2462
4921509C19Rik,0,2,0,0,0,0,0,0,0,0,0,0
Dbndd2,489,605,557,458,480,452,494,575,611,418,984,642
E130018N17Rik,7,0,0,0,0,3,0,4,3,2,2,0
Cd93,284,224,184,112,127,317,70,271,127,122,687,459
Ola1,706,944,716,523,627,573,715,916,1112,796,1365,770
Angptl2,8735,8698,8815,7114,7347,7377,7413,6430,7068,5153,7316,9708
Mir499,0,0,0,0,0,0,0,0,0,0,0,0
Qrfp,13,7,8,13,10,4,10,6,6,11,9,14
4932414N04Rik,0,0,0,0,0,0,0,0,0,0,0,0
4930528P14Rik,0,0,0,0,0,0,0,0,0,0,0,0
Apip,371,520,415,328,378,264,365,534,602,424,989,527
Eid1,2960,3499,3152,2040,3218,2420,2893,2879,3149,2061,3745,3137
Kcna4,0,0,0,0,0,0,0,0,0,0,0,0
Gata5,2893,2623,1771,1477,2413,1508,2016,2150,2441,1915,4058,2200
Gata3,5,18,0,0,0,2,5,5,6,3,9,4
2310001K24Rik,0,1,1,3,1,0,4,0,0,0,2,0
Src,1891,1459,1408,1423,1611,1288,1507,2032,2112,1758,3429,1780
Ccdc173,48,78,51,52,42,36,45,50,51,17,70,57
Olfr1116-ps,0,0,0,0,0,0,0,0,0,0,0,0
Fibcd1,2,0,0,0,2,0,0,0,0,2,0,0
Olah,0,0,0,0,0,0,0,0,0,0,0,0
Kcns1,0,0,0,0,0,0,0,0,2,0,3,0
Api5,2424,2768,2284,1634,2198,1909,2097,2738,3132,2017,4043,2501
Rasgrp1,3,6,3,0,0,3,3,3,0,5,15,0
Zak,3821,4125,3346,2654,3310,2574,3079,2648,2728,2006,4214,3778
Lypd6b,0,0,3,0,0,0,0,0,0,0,0,0
Nfs1,796,1012,862,691,725,669,734,785,938,570,1345,918
2700094K13Rik,286,309,268,202,226,211,202,612,1090,478,723,310
Olfr1173,0,0,0,0,0,0,0,0,0,0,0,0
2900097C17Rik,9785,10420,8938,6725,9844,7539,8456,7746,8646,6105,12009,9902
4933433C11Rik,0,12,0,0,4,0,15,0,2,0,2,0
Snord90,0,0,0,0,0,0,0,0,0,0,0,0
Tldc2,0,0,0,0,0,0,0,0,0,0,0,0
Fastkd1,250,277,207,194,239,200,262,209,207,160,377,216
Olfr368,0,0,0,0,0,0,0,0,0,0,0,0
Olfr361,0,0,0,0,0,0,0,0,0,0,0,0
Olfr360,0,0,0,0,0,0,0,0,0,0,0,0
Olfr362,0,0,0,0,0,0,0,0,0,0,0,0
Olfr365,0,0,0,0,0,0,0,0,0,0,0,0
Olfr366,0,0,0,0,0,0,0,0,0,0,0,0
Mir6339,0,0,0,0,0,0,0,0,0,0,0,0
Mir6337,0,0,0,0,0,0,0,0,0,0,0,0
Mir6336,0,0,0,0,0,0,0,0,0,0,0,0
Mir6335,0,0,0,0,1,0,0,0,0,0,0,0
Ncs1,268,344,323,304,328,302,401,480,794,332,705,371
Glt6d1,0,0,0,0,0,0,0,0,0,0,0,0
Cytip,3,18,6,3,4,10,5,7,8,14,27,10
Olfr141,0,0,0,0,0,0,0,0,0,0,0,0
Olfr140,0,0,0,0,0,0,0,0,0,0,0,0
Olfr142,0,0,0,0,0,0,0,0,0,0,0,0
Calcrl,476,591,497,305,344,529,200,607,539,292,966,853
Atp9a,1420,1430,1463,1221,1384,1382,1426,1021,1078,806,1610,1616
Mir7685,0,0,0,0,0,0,0,0,0,0,1,0
Myh7b,2,3,2,3,10,5,3,2,2,2,1,1
Lrsam1,911,1061,840,742,754,612,632,700,716,463,992,994
Ccm2l,25,32,15,10,13,22,2,14,8,10,55,39
Ube2c,18,9,11,6,29,3,35,167,508,237,278,19
Slc5a12,2,2,0,0,0,3,0,5,0,0,0,10
Arrdc1,267,332,267,300,321,248,276,268,319,221,500,343
Cdnf,112,119,87,63,77,78,80,55,53,54,55,87
Map1a,1565,1714,1667,1487,1662,1454,1756,2118,2756,1461,3089,1778
Lin7c,1228,1523,1111,866,1212,1063,1107,1186,1217,992,1661,1266
Fjx1,50,52,60,69,65,74,62,99,119,86,141,85
Jmjd7-pla2g4b,300,351,279,277,383,309,346,238,260,144,423,327
Fshb,0,0,0,0,0,0,0,0,0,0,0,0
Sord,1243,1646,1454,1132,1294,1210,1313,819,905,856,1236,1566
Dcaf17,472,539,429,424,398,354,386,439,531,365,771,551
C8g,60,51,43,37,47,43,29,48,37,27,83,65
Elp4,359,447,317,225,272,239,299,350,392,257,496,373
Duoxa1,2,19,7,14,6,20,5,0,0,10,4,22
1500012F01Rik,454,762,686,469,508,435,576,717,845,606,1603,640
Duoxa2,0,0,0,0,0,0,0,0,0,0,0,0
Sephs1,1314,1385,1242,942,1184,1018,1105,1268,1466,947,1738,1326
Zfp831,0,0,0,0,0,0,0,0,2,0,2,0
Olfr1280,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1281,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1282,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1283,0,0,0,0,0,0,0,0,0,0,0,0
5330413P13Rik,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1286,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1287,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1288,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1289,0,0,0,0,0,0,0,0,0,0,0,0
Thbs1,143830,191935,118057,82775,109217,124920,133733,149159,160089,120283,266130,130211
Zbtb34,528,511,453,358,470,381,476,485,518,369,845,520
Brd3,2186,2064,1895,1691,1871,1787,1967,1767,2122,1303,2847,2243
Olfr1048,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1049,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1046,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1047,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1044,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1045,0,0,0,0,0,0,0,0,0,0,0,0
Sys1,711,759,679,578,582,549,607,735,876,535,1139,822
Olfr1043,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1040,0,0,0,0,0,0,0,0,0,0,0,0
6430550D23Rik,15,19,0,13,19,6,12,13,13,18,35,18
Gm14327,3,4,0,0,8,3,5,0,0,0,19,13
Gm14326,784,938,674,417,623,395,632,623,756,537,1188,692
Gm14325,1060,1324,915,716,984,674,897,974,1148,772,1700,1019
Gm14322,981,1077,808,657,799,564,542,711,739,590,1405,821
Tbpl2,0,0,0,0,0,0,0,0,0,0,0,0
Ttc21b,782,974,773,551,642,652,648,733,763,579,1047,919
Manbal,847,1131,1019,687,743,692,864,887,847,719,1422,1046
Rsu1,2645,3201,2697,2013,2453,2133,2677,2864,3044,2310,4433,2963
Phf20,1272,1345,1264,931,1071,1013,1034,1060,1144,792,1667,1441
2310005A03Rik,0,0,0,0,0,0,0,0,0,0,0,0
Tasp1,306,380,313,243,314,287,292,319,387,317,627,351
Ndufaf5,203,244,215,168,177,136,184,207,290,157,395,186
Itgb6,5,4,4,2,3,3,3,6,7,0,9,0
Fap,217,458,414,501,377,380,512,335,414,219,372,444
Grb14,186,166,189,151,137,145,161,260,297,276,606,193
Snph,5,0,2,7,8,5,0,3,2,0,7,3
Pigt,2570,2460,2107,1778,2388,1850,2136,2964,3762,2213,4390,2434
Pdcl,1004,1240,926,637,888,804,818,866,942,639,1272,1099
Cybrd1,128,108,170,98,130,148,103,72,93,51,86,225
Tcf15,34,19,17,24,17,8,17,6,8,0,30,23
Cst12,0,0,0,0,0,0,0,0,0,0,0,0
Gm13939,0,0,0,0,0,0,0,0,0,0,3,0
Kif5c,0,13,3,13,3,4,6,13,15,4,15,10
Pabpc1l,4,8,0,4,5,0,0,10,7,5,38,0
Zfp408,404,398,330,336,305,278,330,382,449,309,667,391
Ttbk2,1096,1271,1060,853,1111,1049,1145,1029,947,753,1607,1167
Tmx4,1460,1805,1648,1082,1472,1470,1359,1233,1347,951,1864,1855
Tmx2,1544,1956,1563,987,1381,1033,1189,1558,1608,1017,2097,1711
Tor2a,924,903,892,784,929,762,794,1063,1219,675,1561,967
6330409D20Rik,0,0,2,0,0,0,0,0,0,0,5,0
Trp53rk,211,189,171,143,152,103,156,141,199,103,254,190
Efcab8,0,0,0,0,0,0,0,0,0,0,0,0
A730017L22Rik,81,98,80,104,109,70,76,107,110,74,155,82
Nxph2,0,0,0,0,0,0,0,0,0,0,0,0
Cdc123,935,1237,1049,761,893,778,925,1093,1292,898,1626,1148
Smtnl1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1242,0,0,0,0,0,0,0,0,0,0,0,0
4930591A17Rik,0,0,0,0,0,0,0,0,0,0,0,0
Zer1,2328,2297,1937,1736,2099,1658,1698,1501,1537,1180,2545,2355
Cbfa2t2,1368,1402,1246,947,1216,1042,1274,1033,1211,863,1851,1372
Ttc17,1692,1780,1596,1178,1309,1281,1495,1578,1618,1200,2605,1750
Ttc16,17,11,23,16,11,10,6,10,11,18,31,25
Ankef1,0,5,7,5,0,4,2,0,7,3,6,10
Gm1322,0,0,0,0,0,0,0,0,0,0,0,0
Gm1631,0,0,0,0,0,0,0,0,0,0,0,0
Fsip1,0,0,0,0,0,0,0,0,0,0,5,0
Idh3b,2192,2985,2390,1846,2000,1832,1934,2293,2456,1641,3621,2536
Arhgap40,0,0,0,0,0,0,0,0,0,0,0,0
4930547E08Rik,0,0,0,0,0,0,0,0,0,0,0,0
Gm17762,42,14,23,21,51,19,19,30,70,34,57,29
Cd82,7390,11505,9762,6167,5669,7216,8128,8464,4720,6187,13469,6803
Gm5535,0,0,0,0,0,0,0,0,0,0,0,0
Gbgt1,70,76,77,82,65,72,63,56,68,66,91,96
Zeb2os,170,216,200,158,169,135,183,161,171,102,276,245
Egfl7,172,145,125,84,98,178,50,169,122,81,369,265
Taf4a,974,957,827,793,829,776,976,674,802,554,1373,909
